						
	연번	경로당 명	주  소	회원수	"경로당
개설일"	"비고
(휴지/휴지시작연도)"
	1614	남가좌쌍용스윗닷홈A경로당	서울특별시 서대문구 거북골로 91-6	24	20060504	
	1615	가재울센트레빌A경로당	서울특별시 서대문구 거북골로 120	21	20100609	
	1616	현대A경로당	서울특별시 서대문구 응암로 33	29	19890501	
	1617	월드컵현대A경로당	서울특별시 서대문구 수색로 154	24	19990901	
	1618	신일해피트리A경로당	서울특별시 서대문구 수색로 147-1	24	20071024	
	1619	북가좌연희한양A경로당	서울특별시 서대문구 응암로 28	39	20110207	
	1620	요진아파트 실버문화원	서울특별시 서대문구 수색로 102, 5층	24	20100318	
	1621	DMC아파트제1경로당	서울특별시 서대문구 수색로 100   105동	59	20130627	
	1622	DMC아파트제2경로당	서울특별시 서대문구 수색로 100  207동옆	78	20130627	
	1623	DMC아파트제3경로당	서울특별시 서대문구 수색로 100  307동	61	20130627	
	1624	DMC아파트제4경로당	서울특별시 서대문구 수색로 100  406동	39	20131122	
	1625	은가경로당	서울특별시 서대문구 증가로20길 43	39	19890501	
	1626	신가경로당	서울특별시 서대문구 거북골로22길 29-51	43	19930201	
	1627	삼호A경로당	서울특별시 서대문구 거북골로 154	45	19961101	
	1628	거북경로당(임대A)	서울특별시 서대문구 거북골로 154, 105동	24	19961201	
	1629	두산위브A경로당	서울특별시 서대문구 증가로 200-8	22	20070817	
	1630	휴먼빌A경로당	서울특별시 서대문구 거북골로18가길 23	29	20090424	
	1631	DMC(가재울)아이파크경로당	서울특별시 서대문구 거북골로14길 32	22	20090728	
	1632	북가좌휴먼센터경로당	서울특별시 서대문구 증가로30길 45-9 2층	46	20150302	
	1633	아현1동경로당	환일길 52-1(공덕동)	119	19780701	
	1634	공덕1동경로당	만리재옛길 78-1(공덕동)	50	19770501	
	1635	연봉경로당	만리재로16길 10-5(공덕동)	55	20060417	
	1636	공덕2삼성래미안(아)경로당	"마포대로20길 26
(공덕동, 삼성래미안공덕2차아파트)"	49	20030401	
	1637	공덕한화꿈에그린(아)경로당	"마포대로 10길 22
(공덕동, 마포한화꿈에그린아파트)"	29	20060516	
	1638	브라운스톤공덕(아)경로당	"백범로 230
(신공덕동, 브라운스톤공덕아파트)"	60	20090527	
	1639	덕성경로당	임정로15길 6-5(신공덕동)	33	19801209	
	1640	신공덕삼성(아)제2경로당	"백범로37길 6
(신공덕1차삼성래미안(112~113동))"	24	20011019	
	1641	신공덕2삼성래미안(아)경로당	"만리재로 74
(신공덕동, 신공덕2차삼성래미안)"	48	20011027	
	1642	신공덕삼성3차(아)경로당	"만리재로 60
(신공덕동, 신공덕3차삼성래미안)"	22	20030120	
	1643	신공덕삼성1차(아)경로당	"백범로37길 12
(신공덕동, 신공덕1차삼성래미안)"	57	20041217	
	1644	한마음경로당	"만리재로 74
(신공덕동, 신공덕2차삼성래미안)"	30	20091105	
	1645	큰덕경로당	만리재로 106(공덕동)	44	20111014	
	1646	마포펜트라우스(아)경로당	"백범로 205
(신공덕동,마포펜트라우스)"	62	20120523	
	1647	SH공사공덕2삼성(아)경로당	만리재옛길 101	33	20130128	
	1648	공덕아이파크(아)경로당	만리재로 36	31	20140214	
	1649	공덕2동제1경로당	마포대로10길 13(공덕동) 5층	61	19780510	
	1650	공덕자이(아)경로당	마포대로24길 16	46	20150722	
	1651	아현 아이파크 경로당	마포대로 246	27	20180406	
	1652	공덕자이(아)제2경로당	마포대로26길 22	82	20160629	
	1653	공덕현대(아)경로당	"마포대로11길 73
(공덕동, 공덕현대아파트)"	60	19901228	
	1654	마포현대(아)경로당	"마포대로11길 84
(공덕동, 마포현대아파트)"	24	19880421	
	1655	공덕삼성(아)경로당	"마포대로 115-8
(공덕동, 삼성아파트)"	63	20001018	
	1656	공덕삼성(아)제2경로당	"마포대로 115-8
(공덕동, 삼성아파트)"	28	20010108	
	1657	공덕삼성3차(아)경로당	"마포대로7길 22
(삼성래미안공덕3차아파트)"	69	20050601	
	1658	공덕삼성4차(아)경로당	"마포대로11길 50
(삼성래미안공덕4차아파트)"	44	20060310	
	1659	공덕5차래미안(아)A경로당	"마포대로 173-15
(삼성래미안공덕5차아파트(501~505,509))"	26	20120118	
	1660	공덕5차래미안(아)B경로당	"마포대로 167
(삼성래미안공덕5차아파트(506~508동)"	72	20120118	
	1661	마포래미안푸르지오아파트 1단지 경로당	마포대로 195	32	20150922	
	1662	마포래미안푸르지오아파트 2단지 경로당	마포대로 195	55	20150922	
	1663	마포래미안푸르지오아파트 3단지 경로당	마포대로 195	47	20150922	
	1664	마포래미안푸르지오아파트 4단지 경로당	마포대로 195	56	20150922	
	1665	도일경로당	새창로4라길 16(도화동)	29	19770501	
	1666	도화경로당	새창로6다길 3(도화동)	30	19770501	
	1667	마포삼성(아)경로당	"도화길 28
(도화동, 마포삼성아파트)"	43	19970609	
	1668	도화현대(아)경로당	"새창로 52
(도화동, 현대아파트)"	39	19981204	
	1669	소양경로당	새창로6다길 22(도화동)	24	19991119	
	1670	홍문경로당	삼개로1길 17-7(도화동)-무허가	44	19860106	
	1671	우성(아)경로당	"삼개로33
(도화동, 도화3지구우성아파트)"	87	19901228	
	1672	도화현대홈타운(아)경로당	"새창로8길 72
(도화동, 도화현대홈타운아파트)"	38	20010223	
	1673	현대홈타운2차임대(아)경로당	"새창로8길 72
(도화동, 현대홈타운)"	115	20001207	
	1674	도화쌍용황금(아)경로당	"마포대로4라길 30
(마포동, 마포쌍용황금아파트)"	32	20001117	
	1675	마포동경로당	마포대로4나길 69(마포동)	50	19850411	
	1676	삼개경로당	삼개로5길 20(도화동)	41	20070604	
	1677	대동경로당	새창로4라길 11-2(도화동)	46	20090923	
	1678	마포동원베네스트(아)경로당	"도화4길 41
(도화동, 마포동원베네스트)"	30	20091116	
	1679	토정한강삼성(아)경로당	"토정로32길 11
(토정동, 한강삼성아파트)"	43	19980323	
	1680	용강삼성래미안(아)경로당	"큰우물로 28
(용강동, 래미안아파트)"	23	20031126	
	1681	용강대림2차(아)경로당	"토정로32길 6
(용강동, e-편한세상)"	34	20060725	
	1682	LG마포자이(아)경로당	"독막로42길 2
(염리동, 마포자이)"	26	20040729	
	1683	대흥동1경로당	"독막로36길 16
(대흥동)"	39	19770501	
	1684	대흥동태영(아)경로당	"독막로 266
(대흥동, 태영아파트)"	72	19961212	
	1685	태영(아)201동경로당	"독막로 266
(대흥동, 태영아파트)"	61	20000829	
	1686	세양(아)경로당	"독막로 288
(대흥동, 대흥동세양아파트)"	21	20051014	
	1687	e편한세상 마포리버파크 경로당	토정로31길 24	44	20150930	
	1688	대흥중앙경로당	대흥로18길 11(대흥동)	28	19920901	
	1689	노고산경로당	고산길 38-4(노고산동)	48	19770501	
	1690	대경경로당	백범로18길 26(대흥동)	53	20130507	
	1691	마포자이2차(아)경로당	서강대길 40(대흥동)	37	20141202	
	1692	송암경로당	숭문길 59-2(염리동)	33	19770501	
	1693	염리동1경로당	숭문4안길 5-3	41	19770501	
	1694	상록(아)경로당	"숭문길 106(
염리동, 상록아파트)"	37	19990130	
	1695	염리삼성래미안(아)경로당	"백범로25길 63
(염리동, 삼성래미안아파트)"	28	20020110	
	1696	염리삼성(아)제2경로당	"백범로25길 83
(염리동, 염리삼성래미안아파트)"	54	20030620	
	1697	수복경로당	창전로2길 39-3(신수동)	35	19910220	
	1698	신수현대(아)경로당	"토정로 242
(신수동, 신수현대아파트)"	35	19910328	
	1699	성원(아)경로당	"독막로28길 7
(신수동, 성원아파트(신수동))"	23	19990324	
	1700	신촌삼익(아)경로당	"신수로 107
(신수동, 신촌삼익아파트)"	29	20000328	
	1701	밤섬현대(아)경로당	"신수로3길 23
(신수동, 현석동밤섬현대아파트)"	46	20010320	
	1702	세양청마루(아)경로당	"독막로 209
(신수동, 세양청마루아파트)"	53	20040303	
	1703	대원칸타빌(아)경로당	"창전로2길 10
(신수동, 대원칸타빌아파트)"	29	20040309	
	1704	강변현대홈타운(아)경로당	"신수로 15
(현석동, 강변힐스테이트)"	26	20040729	
	1705	서강GS(아)경로당	"창전로 26
(신정동, 서강GS아파트)"	78	20060622	
	1706	마포경남아너스빌(아)경로당	"신수로 81
(신수동, 경남아너스빌)"	46	20071105	
	1707	밤섬경남아너스빌(아)경로당	"독막로28길 10
(신수동, 밤섬경남아너스빌)"	31	20101029	
	1708	동막경로당	독막로32길 16	43	19860523	
	1709	익수경로당	독막로29길 17(신수동)	61	19930115	
	1710	마포 래미안 웰스트림 경로당	"토정로18길 11
(현석동, 마포 래미안 웰스트림)"	34	20170110	
	1711	창전동경로당	서강로1길 30(창전동)	63	19770501	
	1712	창전삼성(아)경로당	서강로 95(창전동, 삼성아파트)	64	19980511	
	1713	창전삼성(아)제2경로당	서강로 95(창전동, 삼성아파트)	52	19981224	
	1714	신촌금호(아)경로당	"서강로9길 19
(창전동, 신촌금호아파트)"	59	20010618	
	1715	신촌태영데시앙(아)경로당	"서강로9길 45
(창전동, 태영데시앙아파트)"	84	20040506	
	1716	상수경로당	와우산로14길 18, 301호(상수동)	29	19770501	
	1717	당인경로당	어울마당로 14, 202호(당인동)	24	19770501	
	1718	농바우경로당	와우산로5길 12(상수동)	39	19890828	
	1719	상수두산위브(아)경로당	"독막로18길 5
(상수동, 상수두산위브아파트)"	92	20050830	
	1720	서강쌍용예가(아)경로당	"독막로 145
(창전동, 서강쌍용예가아파트)"	37	20081208	
	1721	한강밤섬자이(아)경로당	"토정로 158
(하중동, 한강밤섬자이아파트)"	39	20120709	
	1722	서강해모로아파트 경로당	"토정로 167
(창전동, 서강해모로아파트)"	24	20180313	
	1723	래미안밤섬리베뉴1차(아)경로당	"독막로20나길 22
(상수동, 래미안밤섬리베뉴1차아파트)"	30	20180529	
	1724	홍익경로당	와우산로21길 19-3(서교동)	38	19890310	
	1725	신교경로당	잔다리로9길4-8(서교동)	30	19951212	
	1726	동교동경로당	연희로1길 5(동교동)	26	19810112	
	1727	세교경로당	와우산로37길 16(동교동)	28	19951101	
	1728	서교푸르지오(아)경로당	홍익로 10(서교동, 서교푸르지오)	28	20050510	
	1729	신촌로경로당	신촌로12나길 8(연희빌딩, 1층)	25	20180627	
	1730	희우경로당	동교로 62-6(합정동)	28	19891231	
	1731	양화진경로당	양화진길 43(합정동)	49	19970617	
	1732	합정경로당	동교로8길 58(합정동) 3층	57	20161212	
	1733	송백경로당	"망원로2길 103
(망원동, 망원1차대림아파트)"	29	19770501	
	1734	대주(아)경로당	"동교로3길 115
(망원동, 한강2차대주파크빌)"	42	20050319	
	1735	오칠경로당	월드컵로23길 18-5 (망원동)	46	20060418	
	1736	서림경로당	희우정로15길 25-9(망원동)	43	19810817	
	1737	망원2동1경로당	월드컵로31길 69(망원동)	59	19801201	
	1738	쌈지경로당	방울내로 24-12(망원동)	53	19911226	
	1739	미원(아)경로당	"월드컵로29길 68
(망원동, 망원동2차미원아파트)"	30	19990424	
	1740	망원2차대림(아)경로당	"망원로1길 27
(망원동, 망원2차대림아파트)"	44	20031223	
	1741	망원휴먼빌(아)경로당	방울내로 31(망원동, 휴먼빌아파트)	30	20050513	
	1742	연남동경로당	동교로41길 36(연남동)	99	19810708	
	1743	연서경로당	연남로11길 3(연남동)	56	19930709	
	1744	연동경로당	성미산로29안길 30(연남동)	116	20050510	
	1745	코오롱하늘채(아)경로당	"연남로 52
(연남동, 코오롱하늘채아파트)"	31	20040506	
	1746	느티나무경로당	성미산로18길 18	47	20140410	
	1747	성산1동1경로당	월드컵북로15안길 26(성산동)	57	19780305	
	1748	성미경로당	월드컵로30길 16(성산동)	38	20000117	
	1749	성산1동2경로당	월드컵로26길 40-11 1층	0	20090616	
	1750	다솜경로당	성미산로13길 46(성산동)	33	20151201	
	1751	샛터경로당	새터산2길 7(성산동)	36	19800330	
	1752	무리울새마을경로당	월드컵북로 198-17(성산동)-9513	40	19770910	
	1753	낙루경로당	월드컵북로38나길 25(중동)	32	19860910	
	1754	대우경로당	"월드컵북로 235
(성산동, 성산시영아파트)"	25	19881110	
	1755	성산시영(아)경로당	"월드컵북로 235
(성산동, 성산시영아파트)"	25	19860712	
	1756	중동청구(아)경로당	"성암로11길 60
(중동, 중동청구아파트)"	22	19941006	
	1757	백합경로당	월드컵로 215(성산동)	142	19910701	
	1758	중동계룡(아)경로당	"월드컵북로38가길 20
(중동, 중동계룡아파트)"	58	20010323	
	1759	간데마을경로당	성암로9길 14	68	20010523	
	1760	성산2차현대(아)경로당	"성암로7길 3
(중동, 성산2차현대아파트)"	24	20010531	
	1761	성사1차풍림(아)경로당	"성암로1길 8
(성산동, 성사1차풍림아파트)"	21	20010713	
	1762	건영월드컵(아)경로당	"성암로 41
(중동, 건영월드컵아파트)"	21	20030516	
	1763	마포중동현대(아)경로당	성암로 91(중동, 현대아파트)	36	20011123	
	1764	동원월드타운(아)경로당	"성암로5길 12
(중동, 동원월드타운아파트)"	19	20050928	
	1765	성산2차e-편한세상(아)경로당	"월드컵북로 216
(성산동, 성산2차e-편한세상)"	40	20060116	
	1766	성산월드타운대림(아)경로당	"월드컵북로30길 9-22
(성산동, 성산월드타운대림아파트)"	22	20030808	
	1767	월드컵참누리(아)경로당	"월드컵북로38길 53
(중동, 월드컵참누리아파트)"	22	20061026	
	1768	월드컵아이파크(아)경로당	"모래내로9길 6
(성산동, 월드컵아이파크)"	68	20090721	
	1769	월드컵아이파크(아)106동경로당	"모래내로9길 3
(성산동, 월드컵아이파크)"	32	20121126	
	1770	가좌행복경로당	성암로 28(성산동, 가좌행복주택)	54	20170824	
	1771	상암경로문화센터	월드컵북로50길 7-5(상암동)	89	20090812	
	1772	상암월드컵파크1단지(아)경로당	"월드컵북로47길 8
(상암동, 상암월드컵1단지아파트)"	76	20040106	
	1773	상암월드컵파크2단지(아)경로당	"월드컵북로47길 46
(상암동, 상암월드컵파크2단지아파트)"	39	20040317	
	1774	상암월드컵파크3단지(아)경로당	"월드컵로 338
(상암동, 상암월드컵파크3단지)"	58	20040330	
	1775	상암월드컵파크4단지(아)경로당	"상암산로1길 24
(상암동, 상암월드컵파크4단지)"	34	20070611	
	1776	상암월드컵파크5단지(아)경로당	"상암산로1길 52
(상암동, 상암월드컵파크5단지)"	38	20060228	
	1777	상암월드컵파크6단지(아)경로당	"상암산로1길 57
(상암동, 상암월드컵파크6단지아파트)"	23	20060329	
	1778	상암월드컵파크7단지(아)경로당	"상암산로1길 92
(상암동, 상암월드컵파크7단지아파트)"	25	20051122	
	1779	상암월드컵파크8단지(아)경로당	"월드컵로42길 12
(상암동, 상암월드컵파크8단지아파트)"	48	20080611	
	1780	상암월드컵파크9단지(아)경로당	"월드컵북로 501
(상암동, 상암월드컵파크9단지아파트)"	49	20110328	
	1781	상암월드컵파크10단지(아)경로당	"월드컵북로 502-36
(상암동, 상암월드컵파크10단지아파트)"	75	20101221	
	1782	상암월드컵파크11단지(아)경로당	"월드컵북로 502-37
(상암동, 상암월드컵파크11단지아파트)"	43	20101228	
	1783	상암월드컵파크12단지(아)경로당	"월드컵북로 502-7
(상암동, 상암월드컵파크12단지아파트)"	43	20110414	
	1784	상암휴먼시아1단지(아)경로당	"월드컵북로43길 11
(상암동, 휴먼시아)"	38	20100208	
	1785	상암휴먼시아2단지(아)경로당	"월드컵북로42가길 11
(상암동, 휴먼시아)"	38	20091229	
	1786	상암카이저팰리스클래식경로당	"월드컵북로47길 37
(상암동, 상암카이저팰리스)"	53	20111209	
	1787	청목(목1동 구립)	오목로 320-1(목동)	 49 	1991-01-01	
	1788	오목	오목로 313(목동)	 47 	1995-03-09	
	1789	삼익아파트	목동동로12길 45(목동)	 20 	1998-02-26	
	1790	목동7단지(아)	목동로 212(목동)	 43 	1989-05-20	
	1791	목동대림(아) 	목동동로12길 23(목동)	 20 	1994-01-29	
	1792	목동현대2차(아)	목동동로 202(목동)	 32 	1997-09-18	
	1793	만수(현대A 107-108)	목동동로12길 59(목동)	 60 	1997-11-20	
	1794	목동금호제1차	목동동로 258(목동)	 - 	1998-07-31	2015.01.02
	1795	목동현대1차(아)	목동동로 240(목동)	 25 	2003-12-09	
	1796	목동현대아이파크(아)	목동로 230(목동)	 25 	2003-12-26	
	1797	목동현대하이페리온	목동동로 257(목동)	 - 	2004-04-14	2015.04.01
	1798	목동3차 월드메르디앙(아)	목동동로 270(목동)	 14 	2010-01-26	
	1799	트라팰리스	오목로 299(목동)	 31 	2011-07-22	
	1800	목동성원아파트	목동서로234(목동)	 20 	2012-09-13	
	1801	대원칸타빌1차(아)	목동로 224(목동)	 34 	2017-05-31	
	1802	용왕	목동중앙북로24길 1-31(목동)	 43 	1989-06-01	
	1803	새말	목동중앙본로2길 13-11(목동)	 54 	1994-01-06	
	1804	양화	목동중앙북로16길 34-4(목동)	 73 	1989-06-01	
	1805	월촌	목동중앙본로28길 37(목동)	 35 	1989-06-01	
	1806	달거리	목동중앙북로20길 17, 103호(목동)	 20 	1989-06-01	
	1807	목동우성(아)	목동중앙로 143(목동)	 27 	1993-10-15	
	1808	건영(아)	목동중앙본로22길 63(목동)	 53 	1995-09-22	
	1809	극동늘푸른(아)	목동중앙본로 10(목동)	 30 	1999-06-15	
	1810	월드메르디앙(아)	목동중앙본로 34(목동)	 37 	2002-03-21	
	1811	금호베스트빌(아)	목동중앙북로8길 111(목동)	 37 	2002-08-07	
	1812	목동e편한세상(아)	목동중앙로7길 32(목동)	 25 	2006-11-27	
	1813	한두	목동중앙북로7가길 37(목동)	 28 	1989-08-28	
	1814	백석	목동중앙북로8길 76(목동)	 66 	1990-08-13	
	1815	나말	목동중앙남로 97(목동)	 31 	1991-10-22	
	1816	목동2차성원(아)	목동중앙남로 100(목동)	 21 	2002-05-08	
	1817	롯데캐슬위너	목동중앙북로 38(목동)	 13 	2005-11-14	
	1818	목동롯데캐슬마에스트로	목동중앙북로8길 71(목동)	 44 	2018-12-13	
	1819	마장	목동중앙서로8길 23(목동)	 32 	1987-09-10	
	1820	청산	목동중앙남로3가길 68(목동)	 25 	1989-06-01	
	1821	정목	목동중앙남로4길 20(목동)	 33 	1989-06-01	
	1822	금호타운아파트	목동중앙남로3길 11(목동)	 25 	1997-09-08	
	1823	금강에스쁘아(아)	목동중앙본로 15(목동)	 24 	2003-04-09	
	1824	대원칸타빌(아)	목동중앙로 11(목동)	 - 	2003-12-06	2015.11.12
	1825	세종그랑시아(아)	목동중앙남로3가길 59(목동)	 26 	2004-09-03	
	1826	목동금호어울림(아)	목동중앙서로 37(목동)	 - 	2005-09-20	2016.10.21
	1827	목동1단지(아)	목동서로 38(목동)	 33 	1989-06-01	
	1828	목동2단지(아)	목동서로 70(목동)	 34 	1989-06-01	
	1829	목동3단지(아)	목동서로 100(목동)	 17 	1989-06-01	
	1830	목동4단지(아)	목동로 230(목동)	 31 	1989-06-01	
	1831	목동5단지(아)	목동동로 350(목동)	 32 	1989-06-01	
	1832	목동6단지(아)	목동동로 430(목동)	 34 	1989-06-01	
	1833	목동트윈빌	목동동로 339(목동)	 20 	2000-10-31	
	1834	부영그린타운2차(아)	목동동로 401(목동)	 25 	2003-01-30	
	1835	부영그린타운3차(아)	목동동로 411(목동)	 21 	2005-01-12	
	1836	한신(아)	목동서로2길 22(목동)	 26 	1998-01-06	
	1837	목동한신청구(아)	목동서로2길 22(목동)	 30 	1994-02-26	
	1838	신대	곰달래로1길 37(신월동)	 63 	1989-06-01	
	1839	월성	곰달래로11길 24(신월동)	 38 	1990-08-21	
	1840	곰달래	남부순환로63길 16-4(신월동)	 50 	1994-01-06	
	1841	성원(아)	곰달래로2길 16(신월동)	 - 	1998-11-14	2016.11.18
	1842	신곡	오목로13길 38(신월동)	 40 	1989-06-01	
	1843	당곡	오목로9길 20-1(신월동)	 47 	1989-06-01	
	1844	중앙	오목로 64-27(신월동)	 40 	1995-02-21	
	1845	동방(아)	신월로 220(신월동)	 32 	2001-05-28	
	1846	대림(아)	오목로13길 7(신월동)	 30 	2002-05-30	
	1847	우당(아)	오목로 90(신월동)	 22 	2003-04-11	
	1848	신도신월1차(아)	신월로20길 33(신월동)	 26 	2004-09-30	
	1849	동원데자뷰(아)	오목로 76-2(신월동)	 26 	2011-11-10	
	1850	신정뉴타운 롯데캐슬	중앙로29길 61(신월동)	 26 	2014-07-16	
	1851	신정뉴타운 두산위브	신월로20길 7(신월동)	 54 	2016-10-27	
	1852	신원	남부순환로46길 12(신월동)	 111 	1989-06-01	
	1853	경복	가로공원로56길 30(신월동)	 62 	1990-09-05	
	1854	신남	남부순환로56가길 13(신월동)	 65 	2005-07-15	
	1855	금하뜨라네(아)	"가로공원로56길 10 (신월동), 
106동 1층(신월동)"	 32 	2015-03-10	
	1856	태양	오목로3길 34(신월동)	 34 	1989-06-01	
	1857	자양	신월로11길 13(신월동)	 46 	1990-07-25	
	1858	밝은빛	오목로 28-9(신월동)	 35 	1994-07-25	
	1859	소망	오목로1길 10(신월동)	 30 	2003-01-30	
	1860	금용(아)	신월로17길 22(신월동)	 35 	1998-11-04	
	1861	해태(아)	월정로 21(신월동)	 30 	2000-04-04	
	1862	대방샤인힐(아)	신월로9길 37(신월동)	 24 	2006-01-13	
	1863	신월대성유니드(아)	신월로15길 21(신월동)	 32 	2006-03-31	
	1864	양천벽산블루밍(아)	월정로9길 20(신월동)	 34 	2007-11-15	
	1865	신월4동 롯데캐슬(아)	오목로5길 19(신월동)	 33 	2011-08-18	
	1866	수명(신월5동 구립)	화곡로5길 23(신월동)	 23 	1989-06-01	
	1867	신양	남부순환로33길 38 (신월동)	 27 	1989-09-06	
	1868	신도브래뉴신월2차(아)	화곡로3길 34(신월동)	 24 	2005-05-25	
	1869	수명산롯데캐슬(아)	월정로 303(신월동)	 34 	2008-11-20	
	1870	수명산SK뷰아파트 실버하우스(아)	월정로 306(신월동)	 20 	2012-05-17	
	1871	신월5 수명산 동원데자뷰(아)	화곡로3길 43(신월동)	 20 	2017-02-07	
	1872	강월	남부순환로82길 29(신월동)	 31 	1999-06-23	
	1873	신안약수(아)	중앙로29길 55(신월동)	 25 	1989-06-01	
	1874	벽산블루밍1단지	신정로13길 50(신월동)	 47 	2004-10-29	
	1875	벽산블루밍2단지	신정로13길 51(신월동)	 31 	2004-10-29	
	1876	대주파크빌	남부순환로85길 16(신월동)	 43 	2005-09-20	
	1877	늘푸른	지양로10길 5(신월동)	 31 	1989-11-14	
	1878	신월약수	지양로11길 16-16(신월동)	 24 	1992-04-21	
	1879	금실	지양로 21(신월동)	 24 	1998-11-08	
	1880	한울	지양로7길 27-5(신월동)	 37 	2000-08-25	
	1881	지양	지양로17길 15(신월동)	 34 	2005-06-23	
	1882	신월시영(아)	신월로 99(신월동)	 70 	1989-06-01	
	1883	신안파크(아)	지양로15길 20(신월동)	 19 	1989-06-01	
	1884	길훈(아)	지양로 101(신월동)	 26 	1994-08-11	
	1885	남부법마을	은행정로6길 23(신정동)	 27 	1989-06-01	
	1886	양명	중앙로36길 6(신정동)	 40 	1989-09-06	
	1887	목동9단지(아)	목동서로 340(신정동)	 37 	1989-06-01	
	1888	목동10단지(아)	목동서로 400(신정동)	 33 	1989-06-01	
	1889	목동힐스테이트(아)	중앙로36길 15(신정동)	 55 	2016-11-25	
	1890	단산	신목로 58-12(신정동)	 53 	1989-06-01	
	1891	유원목동(아)	신목로 77(신정동)	 35 	1992-12-05	
	1892	쌍용(아)	신목로 9 (신정동)	 27 	1993-02-22	
	1893	청구(아)	신목로2길 11(신정동)	 21 	1996-01-04	
	1894	삼성제1(아)-일반	신목로 7(신정동)	 - 	1996-09-16	2017.08.08
	1895	삼성(아)-(임대105,106동)	신목로 5(신정동)	 37 	1996-10-11	
	1896	목동3차현대아파트-신정2동	목동동로12길 60 (신정동)	 20 	1997-09-08	
	1897	현대(아)구십-(임대109,110동)	신목로 10(신정동)	 73 	1997-09-08	
	1898	신정현대아파트(일반)	신목로 23(신정동)	 21 	2000-10-24	
	1899	현대아이파크	목동동로 180(신정동)	 - 	2003-08-20	2018.04.01
	1900	신정명지해드는터(아)	신목로 43(신정동)	 20 	2004-11-10	
	1901	경남아너스빌(아)	목동동로10길 16-6(신정동)	 37 	2005-05-11	
	1902	신정2동 롯데캐슬(아)	신목로12길 22(신정동)	 25 	2005-07-06	
	1903	꽃사슴	중앙로29길 108-15(신정동)	 48 	1990-05-24	
	1904	다락골	중앙로25길 33(신정동)	 63 	1995-08-20	
	1905	신정6차현대(아)	신정로 170(신정동)	 30 	1989-06-01	
	1906	수정(아)	신정로13길 35(신정동)	 33 	1989-06-01	
	1907	신트리1단지(아)	신정로 293(신정동)	 28 	1999-11-29	
	1908	신트리2단지(아)	신정로 275(신정동)	 42 	2000-11-29	
	1909	신트리3단지(아)	신정로 290(신정동)	 33 	2001-08-08	
	1910	신트리4단지(아)	신정로 260(신정동)	 23 	2000-11-30	
	1911	신정5차현대(아)	신정로 300(신정동)	 33 	2000-11-29	
	1912	학마을1단지(아)	신정로14길 6(신정동)	 26 	2001-10-30	
	1913	학마을2단지(아)	신정로14길 1(신정동)	 29 	2001-05-28	
	1914	학마을3단지(아)	신정로 225-12(신정동)	 26 	2001-10-30	
	1915	푸른마을1단지	신정로7길 70(신정동)	 44 	2001-10-04	
	1916	푸른마을2단지	신정로7길 76(신정동)	 27 	2001-10-04	
	1917	푸른마을3단지	신정로11길 63(신정동)	 44 	2002-08-30	
	1918	푸른마을4단지	신정로7길 60-7(신정동)	 26 	2003-03-27	
	1919	신정e편한세상	신정로13길 38(신정동)	 8 	2004-11-10	
	1920	신정대성유니드1차(아)	중앙로29길 102(신정동)	 31 	2005-05-25	
	1921	신정대성유니드2차(아)	중앙로29길 108(신정동)	 20 	2006-06-08	
	1922	신정동일하이빌(아)	신정로11길 20(신정동)	 40 	2006-07-04	
	1923	신정이펜하우스 1단지	신정이펜1로 99(신정동)	 28 	2012-02-07	
	1924	신정이펜하우스 2단지	신정이펜2로 55(신정동)	 26 	2011-10-12	
	1925	신정이펜하우스 3단지	신정이펜1로 50(신정동)	 47 	2011-11-09	
	1926	신정이펜하우스 4단지	신정이펜1로 51(신정동)	 64 	2012-02-13	
	1927	신정이펜하우스 5단지	신정이펜1로 27(신정동)	 46 	2012-04-03	
	1928	신정숲속마을(아)	신정로 110 (신정동)	 64 	2017-05-10	
	1929	양목(신정4동 제1구립)	오목로46길 9(신정동)	 60 	1989-06-01	
	1930	양정(신정4동 제2구립)	은행정로7길 42(신정동)	 55 	1989-09-06	
	1931	양동	신정중앙로2길 10-13(신정동)	 74 	1989-06-01	
	1932	청솔	중앙로52길 73(신정동)	 40 	1989-09-16	
	1933	서부	신정중앙로17길 15(신정동)	 59 	2003-01-30	
	1934	은행정(로마아파트)	오목로38길 16(신정동)	 43 	1989-06-01	
	1935	목동8단지(아)	목동서로 280(신정동)	 30 	1989-06-01	
	1936	목동13단지(아)	목동동로 100(신정동)	 59 	1989-06-01	
	1937	목동14단지(아)	목동동로 130(신정동)	 61 	1989-06-01	
	1938	삼성쉐르빌(아)	목동동로 189(신정동)	 32 	2005-01-21	
	1939	갈산	목동남로 94(신정동)	 25 	1991-01-16	
	1940	오금	목동남로2길 50-5(신정동)	 65 	1995-03-13	
	1941	목동11단지(아)	목동동로 10(신정동)	 38 	1989-06-01	
	1942	목동12단지(아)	목동동로 50(신정동)	 40 	1989-06-01	
	1943	양천(아)	목동로3길 57(신정동)	 83 	1996-02-07	
	1944	대림아크로빌(아)	목동서로 401(신정동)	 23 	2003-01-08	
	1945	목동2차 삼성래미안1단지	목동남로4길 81(신정동)	 24 	2006-12-04	
	1946	목동2차삼성래미안 2단지	목동남로4길 81(신정동)	 22 	2002-05-08	
	1947	구립 목동2차우성(아) (1단지)	목동남로4길 6-46(신정동), 1층	 79 	1999-01-25	
